# ----------------------------------------
# elektrischefietsen.com ALLE_DATA
# Top Events
# 20181001-20190812
# ----------------------------------------

Event Label,Page,Total Events,Unique Events,Event Value,Avg. Value
(not set),/p/,"16,992","5,487",0,0.00
Waar ga je de elektrische fiets voor gebruiken?,/to/Y46DeN?typeform-embed=embed-widget&embed-hide-footer=true&embed-hide-headers=true&add-placeholder-ws=true&typeform-welcome=0,"8,894","7,289",0,0.00
Hoeveel kilometer wens je te rijden op een volle accu?,/to/Y46DeN?typeform-embed=embed-widget&embed-hide-footer=true&embed-hide-headers=true&add-placeholder-ws=true&typeform-welcome=0,"8,674","7,258",0,0.00
Naar welk type elektrische fiets ben je op zoek?,/to/Y46DeN?typeform-embed=embed-widget&embed-hide-footer=true&embed-hide-headers=true&add-placeholder-ws=true&typeform-welcome=0,"8,653","7,142",0,0.00
Welke frametype wil je dat je elektrische fiets heeft?,/to/Y46DeN?typeform-embed=embed-widget&embed-hide-footer=true&embed-hide-headers=true&add-placeholder-ws=true&typeform-welcome=0,"7,535","6,415",0,0.00
Welke motorpositie heeft jouw voorkeur?,/to/Y46DeN?typeform-embed=embed-widget&embed-hide-footer=true&embed-hide-headers=true&add-placeholder-ws=true&typeform-welcome=0,"7,432","6,282",0,0.00
ElektrischeFietsen.com,/to/Y46DeN?typeform-embed=embed-widget&embed-hide-footer=true&embed-hide-headers=true&add-placeholder-ws=true&typeform-welcome=0,"7,246","6,252",0,0.00
https://www.fietsenwinkel.nl/e-bike-test,/2018/e-bike-tests/,"5,754","5,308",0,0.00
https://www.awin1.com/cread.php?awinmid=9795&awinaffid=449527&clickref=e-bike+test+pagina&p=https%3A%2F%2Fwww.anwb.nl%2Ffietsen%2Ftest%2Fe-bikes-2018,/2018/e-bike-tests/,"4,142","3,593",0,0.00
Toon producten,/p/,"3,902","3,396",0,0.00
Toon meer,/p/,"3,798","2,449",0,0.00
"E-bikes schieten als paddenstoelen uit de grond, er wordt druk geschaafd aan de <strong>wet- en regelgeving</strong> en er worden dagelijks tal aan nieuwe <strong>e-bike ontwikkelingen</strong> bekend gemaakt. <br /><br /><strong>Mis niks</strong> van deze ontwikkelingen en <strong>meld je aan</strong> voor de ElektrischeFietsen.com <strong>nieuwsbrief</strong>.",/to/FcmBVO?typeform-embed=popup-blank,"3,439","2,894",0,0.00
Waar ga je de elektrische fiets voor gebruiken?,/to/FcmBVO?typeform-embed=popup-blank,"3,202","2,694",0,0.00
Newsletter subscribe,/2019/e-bike-tests-2019/,"3,182","3,123",0,0.00
Hoeveel kilometer wens je te rijden op een volle accu?,/to/FcmBVO?typeform-embed=popup-blank,"3,105","2,693",0,0.00
Ben je van plan om een e-bike te kopen?,/to/FcmBVO?typeform-embed=popup-blank,"3,093","2,686",0,0.00
Naar welk type elektrische fiets ben je op zoek?,/to/FcmBVO?typeform-embed=popup-blank,"2,958","2,571",0,0.00
Welke maximale snelheid wil je kunnen behalen?,/to/Y46DeN?typeform-embed=embed-widget&embed-hide-footer=true&embed-hide-headers=true&add-placeholder-ws=true&typeform-welcome=0,"2,907","2,554",0,0.00
https://www.consumentenbond.nl/elektrische-fiets/,/2018/e-bike-tests/,"2,664","2,535",0,0.00
Welke frametype wil je dat je elektrische fiets heeft?,/to/FcmBVO?typeform-embed=popup-blank,"2,629","2,313",0,0.00
Welke motorpositie heeft jouw voorkeur?,/to/FcmBVO?typeform-embed=popup-blank,"2,559","2,280",0,0.00
Filter,/p/,"2,226","1,906",0,0.00
ElektrischeFietsen.com 2.0,/to/FcmBVO?typeform-embed=popup-blank,"2,194","1,918",0,0.00
Fietsaccu.nu,/fietsaccu-revisie/,"1,708","1,581",0,0.00
Newsletter subscribe,/e-bike-keuzehulp/,"1,704","1,683",0,0.00
"E-bikes schieten als paddenstoelen uit de grond, er wordt druk geschaafd aan de <strong>wet- en regelgeving</strong> en er worden dagelijks tal aan nieuwe <strong>e-bike ontwikkelingen</strong> bekend gemaakt. <br /><br /><strong>Mis niks</strong> van deze ontwikkelingen en <strong>meld je aan</strong> voor de ElektrischeFietsen.com <strong>nieuwsbrief</strong>.",/to/FcmBVO?typeform-embed=embed-widget&add-placeholder-ws=true&typeform-welcome=0,"1,559","1,306",0,0.00
Sorteer,/p/,"1,553","1,353",0,0.00
Newsletter subscribe,/merken/,"1,529","1,501",0,0.00
